cliente_id,cliente_nombre,cliente_ip,cliente_mac,matched
,,172.24.78.135,60:22:32:b8:38:5c,False
,,172.24.51.22,74:83:c2:ae:1d:4c,False
,,172.24.76.35,78:8a:20:cc:ba:d1,False
,,172.24.51.61,f4:92:bf:40:01:a2,False
,,nan,nan,False
,,172.24.80.81,60:22:32:dc:4c:de,False
,,172.24.76.36,b4:fb:e4:ba:80:c7,False
,,172.24.78.110,b4:fb:e4:a4:c0:1d,False
,,172.24.78.76,60:22:32:dc:1f:db,False
,,172.24.78.90,fc:ec:da:54:3d:ae,False
,,172.24.51.7,24:5a:4c:e8:f4:3a,False
,,172.24.79.2,nan,False
,,172.24.79.73,70:a7:41:20:98:65,False
,,nan,nan,False
,,172.24.76.4,60:22:32:dc:3b:7e,False
,,nan,nan,False
,,172.24.79.90,nan,False
,,172.24.51.102,nan,False
,,172.24.51.106,nan,False
,,nan,nan,False
,,172.24.81.8,nan,False
,,nan,nan,False
,,nan,nan,False
,,nan,nan,False
,,172.24.78.78,f4:92:bf:e8:41:7d,False
,,nan,nan,False
,,172.24.51.40,78:8a:20:cc:b1:c3,False
,,172.24.78.64,70:a7:41:20:88:96,False
,,172.24.77.35,24:5a:4c:e8:fe:53,False
,,nan,nan,False
,,172.24.81.7,nan,False
,,nan,nan,False
,,nan,nan,False
,,nan,nan,False
,,172.24.77.39,24:5a:4c:e8:56:ba,False
,,172.24.79.95,fc:ec:da:c0:28:98,False
,,172.24.75.22,b4:fb:e4:0e:4b:ed,False
,,172.24.51.44,b4:fb:e4:68:a8:6c,False
,,172.24.78.163,nan,False
,,172.24.81.36,nan,False
,,172.24.77.46,nan,False
,,172.24.80.50,b4:fb:e4:62:33:b7,False
,,172.24.78.186,nan,False
,,172.24.78.187,nan,False
,,nan,nan,False
,,nan,nan,False
,,nan,nan,False
,,172.24.79.94,nan,False
,,172.24.78.39,nan,False
,,172.24.51.108,nan,False
,,172.24.78.67,nan,False
,,172.24.51.72,e4:38:83:c6:15:a8,False
,,nan,nan,False
,,nan,nan,False
,,172.24.80.65,nan,False
,,nan,nan,False
,,172.24.78.191,nan,False
,,172.24.51.75,nan,False
,,172.24.51.96,nan,False
,,nan,nan,False
,,nan,nan,False
,,nan,nan,False
,,nan,nan,False
,,nan,nan,False
,,172.24.79.96,nan,False
,,172.24.51.82,nan,False
,,172.24.78.94,60:22:32:dc:48:05,False
,,nan,nan,False
,,172.24.77.13,fc:ec:da:cc:32:9f,False
,,172.24.81.11,e4:38:83:c6:14:6b,False
,,nan,nan,False
,,172.24.79.98,70:a7:41:20:84:b9,False
,,172.24.78.88,60:22:32:dc:52:fe,False
,,172.24.79.80,nan,False
,,nan,nan,False
,,nan,nan,False
,,172.24.76.54,nan,False
,,172.24.80.14,nan,False
,,172.24.81.33,f4:92:bf:30:e2:a7,False
,,172.24.51.109,60:22:32:dc:4b:9b,False
,,172.24.79.16,fc:ec:da:26:9e:e1,False
,,172.24.76.58,24:5a:4c:e8:f4:ca,False
,,172.24.76.45,nan,False
,,172.24.78.38,nan,False
,,172.24.80.44,nan,False
,,172.24.80.35,e4:38:83:c4:30:b2,False
,,172.24.78.36,e4:38:83:c4:34:7f,False
,,172.24.76.64,69:16:17:62:20:37,False
,,172.24.51.29,nan,False
,,nan,nan,False
,,172.24.78.85,nan,False
,,172.24.78.141,nan,False
,,172.24.76.60,60:22:32:dc:43:4f,False
,,nan,nan,False
,,172.24.76.61,nan,False
,,172.24.80.61,24:5a:4c:e8:59:29,False
,,172.24.51.67,nan,False
,,172.24.79.18,nan,False
,,nan,nan,False
,,172.24.76.14,nan,False
,,172.24.76.49,nan,False
,,nan,nan,False
,,172.24.81.23,nan,False
,,172.24.78.153,nan,False
,,nan,nan,False
,,172.24.79.20,nan,False
,,nan,nan,False
,,nan,nan,False
,,172.24.75.2,nan,False
,,172.24.78.166,nan,False
,,172.24.51.71,nan,False
,,172.24.75.3,nan,False
,,172.24.79.83,nan,False
,,172.24.79.87,nan,False
,,172.24.79.89,nan,False
,,172.24.79.97,nan,False
,,172.24.78.182,nan,False
,,172.24.78.188,nan,False
,,172.24.76.62,nan,False
,,172.24.79.101,nan,False
,,172.24.79.102,nan,False
,,172.24.78.69,nan,False
,,172.24.76.57,nan,False
,,172.24.76.65,nan,False
,,172.24.81.38,nan,False
,,172.24.75.15,nan,False
,,172.24.78.72,nan,False
,,172.24.76.70,nan,False
,,172.24.81.16,nan,False
,,172.24.76.69,nan,False
,,nan,nan,False
,,172.24.78.113,nan,False
,,172.24.78.165,nan,False
,,nan,nan,False
,,172.24.78.9,nan,False
,,172.24.51.104,nan,False
,,172.24.78.41,nan,False
,,172.24.80.70,nan,False
,,172.24.78.170,nan,False
,,nan,nan,False
,,172.24.78.194172.24.81.5,nan,False
,,172.24.51.58,nan,False
,,nan,nan,False
,,172.24.79.19,nan,False
,,172.24.79.210,nan,False
,,172.24.78.197,nan,False
,,172.24.78.198,nan,False
,,172.24.78.199,nan,False
,,nan,nan,False
,,172.24.78.24,nan,False
,,172.24.78.73,nan,False
,,172.24.78.180,nan,False
,,172.24.80.12,nan,False
,,172.24.78.185,nan,False
,,172.24.79.208,nan,False
,,172.24.78.202,nan,False
,,172.24.78.203,nan,False
,,172.24.79.51172.24.51.23,nan,False
,,172.24.80.55,nan,False
,,nan,nan,False
,,172.24.79.28,nan,False
,,172.24.76.38,nan,False
,,172.24.80.3,nan,False
,,nan,nan,False
,,172.24.78.16,nan,False
,,172.24.78.28,nan,False
,,172.24.51.11,nan,False
,,172.24.78.66,nan,False
,,nan,nan,False
,,172.24.51.43,nan,False
,,172.24.51.5,nan,False
,,172.24.59.44,nan,False
,,172.24.51.76,nan,False
,,172.24.81.55,nan,False
,,nan,nan,False
,,172.24.76.41,nan,False
,,172.24.51.25,nan,False
,,172.24.80.60,nan,False
,,172.24.78.10,nan,False
,,172.24.78.87,nan,False
,,172.24.78.37,nan,False
,,172.24.51.85,nan,False
,,172.24.78.154,nan,False
,,172.24.76.77,nan,False
,,172.24.76.7,nan,False
,,172.24.80.30,nan,False
,,172.24.59.7,nan,False
,,172.24.81.10,nan,False
,,nan,nan,False
,,172.24.78.143,nan,False
,,172.24.78.175,nan,False
